Month,ProductID,Product Name,Size,Gender,Quantity,PrimaryColor,Price,Sale,Profit
2/2022,10034015,Sweater,XL,Women,2,,99 ,149 ,99 
2/2022,10019091,T-shirt,S,Men,5,,99 ,149 ,248 
2/2022,10021163,Dress,M ,Women,5, Brown,45 ,68 ,113 
2/2022,10033029,Jeans,S,Women,5, Red,50 ,75 ,125 
2/2022,10029315,Shoes,M ,Men,5, Black,26 ,39 ,65 
2/2022,10030059,T-shirt,M ,Men,5, Purple,33 ,50 ,83 
2/2022,10033675,T-shirt,S ,Women,4,,100 ,150 ,200 
2/2022,10027661,Dress,XL,Men,5, Red,200 ,300 ,500 
2/2022,10028541,Sweater,XXL,Men,5,Blue,150 ,225 ,375 
2/2022,10027097,Dress,M ,Unisex,4, Brown,60 ,90 ,120 
2/2022,10019197,T-shirt,M ,Men,5,,100 ,150 ,250 
2/2022,10033757,Jeans,S ,Women,4,,100 ,150 ,200 
2/2022,10035839,Dress,XL,Men,5, Black,100 ,150 ,250 
2/2022,10019805,T-shirt,S ,Women,5, Brown,100 ,150 ,250 
2/2022,10019517,T-shirt,XL,Men,5,,50 ,75 ,125 
2/2022,10032817,Sweater,XL,Men,7, Grey,20 ,30 ,70 
2/2022,10030351,Shoes,S,Men,5,Blue,30 ,45 ,75 
2/2022,10028333,Shoes,M ,Men,5,Blue,47 ,71 ,118 
2/2022,10032077,Shoes,S,Women,5,Blue,99 ,149 ,248 
2/2022,10019827,Jeans,M ,Women,5, Black,99 ,149 ,248 
2/2022,10019593,Sweater,XXL,Women,5, Purple,45 ,68 ,113 
2/2022,10028577,T-shirt,XL,Men,5, Grey,50 ,75 ,125 
2/2022,10029503,Dress,S,Men,5, Maroon,26 ,39 ,65 
2/2022,10030149,Jeans,S,Men,5,Blue,33 ,50 ,83 
2/2022,10029167,Shoes,M ,Men,5, Brown,22 ,33 ,55 
2/2022,10030593,T-shirt,S ,Women,5, Red,100 ,150 ,250 
2/2022,10028993,Sweater,XL,Women,5, Red,214 ,321 ,535 
2/2022,10020719,Shoes,XXL,Women,5, Brown,123 ,185 ,308 
2/2022,10033805,T-shirt,M ,Women,3, Red,15 ,23 ,23 
2/2022,10031565,Shoes,M ,Men,5, Black,90 ,135 ,225 
2/2022,10021085,T-shirt,S ,Unisex,6,Blue,87 ,131 ,261 
2/2022,10025241,Shoes,XL,Men,6,Blue,22 ,33 ,66 
2/2022,10019151,Jeans,S ,Men,5,,34 ,51 ,85 
2/2022,10027587,T-shirt,XL,Men,5, Green,55 ,83 ,138 
2/2022,10028859,Sweater,XL,Men,5,Blue,91 ,137 ,228 
2/2022,10029129,Shoes,S,Women,5, Black,100 ,150 ,250 
2/2022,10020329,T-shirt,M ,Men,5,Blue,200 ,300 ,500 
2/2022,10027717,T-shirt,S,Men,5,Blue,150 ,225 ,375 
2/2022,10028949,Dress,M ,Women,5, Beige,60 ,90 ,150 
2/2022,10021491,Dress,M ,Girls,5, Yellow,100 ,150 ,250 
2/2022,10024945,Shoes,S ,Men,5, Black,100 ,150 ,250 
2/2022,10032637,Jeans,XL,Women,8, Black,100 ,150 ,400 
2/2022,10019655,Shoes,XXL,Women,5, Black,100 ,150 ,250 
2/2022,10027787,Shoes,M ,Men,5, Yellow,50 ,75 ,125 
2/2022,10020323,Sweater,M ,Men,5,Blue,20 ,30 ,50 
2/2022,10019883,Shoes,S ,Women,5, Green,30 ,45 ,75 
2/2022,10029325,T-shirt,XL,Men,5,Blue,47 ,71 ,118 
2/2022,10029157,Shoes,S ,Men,5, Black,99 ,149 ,248 
2/2022,10033817,T-shirt,XL,Women,4,,99 ,149 ,198 
2/2022,10030195,T-shirt,XL,Men,5,Blue,45 ,68 ,113 
2/2022,10032845,Shoes,S,Women,7, White,100 ,150 ,350 
2/2022,10030221,T-shirt,M ,Men,5,Blue,214 ,321 ,535 
2/2022,1003485,Sweater,S,Women,5, Red,123 ,185 ,308 
2/2022,10035881,Shoes,M ,Women,5, Grey,15 ,23 ,38 
2/2022,10019281,T-shirt,XXL,Men,5,,90 ,135 ,225 
2/2022,10018313,T-shirt,XL,Men,5,Blue,87 ,131 ,218 
2/2022,10030271,Dress,S,Men,5,Blue,22 ,33 ,55 
2/2022,10029995,Shoes,S,Men,5, Grey,34 ,51 ,85 
2/2022,10033665,Jeans,M ,Women,4, Rose,55 ,83 ,110 
2/2022,10032831,Dress,S ,Men,7, Green,91 ,137 ,319 
2/2022,10019163,Shoes,XL,Men,4,,100 ,150 ,200 
2/2022,10030719,T-shirt,XXL,Women,5, White,200 ,300 ,500 
2/2022,10018807,Jeans,M ,Women,5, White,150 ,225 ,375 
2/2022,10036169,Jeans,M ,Women,4, Red,60 ,90 ,120 
2/2022,10027383,Jeans,S ,Men,5,Blue,100 ,150 ,250 
2/2022,10028077,Shoes,XL,Men,5, White,100 ,150 ,250 
2/2022,10019755,Dress,S ,Women,5, Pink,100 ,150 ,250 
2/2022,10030191,Jeans,XL,Men,5,Blue,100 ,150 ,250 
2/2022,10031101,Dress,XL,Women,5, Green,50 ,75 ,125 
2/2022,10019279,Sweater,S,Men,5,,20 ,30 ,50 
2/2022,10020071,Shoes,M ,Men,5,Blue,30 ,45 ,75 
2/2022,10029305,T-shirt,S,Women,5, Black,47 ,71 ,118 
2/2022,10019225,T-shirt,M ,Men,4,,99 ,149 ,198 
2/2022,10030547,Shoes,M ,Girls,3, Pink,99 ,149 ,149 
2/2022,10024503,Shoes,S ,Unisex,3,Blue,45 ,68 ,68 
2/2022,10024501,Shoes,XL,Unisex,3, Black,100 ,150 ,150 
2/2022,10033713,T-shirt,XXL,Women,4,,214 ,321 ,428 
2/2022,10019579,Dress,M ,Women,5, Maroon,123 ,185 ,308 
2/2022,10032707,Sweater,M ,Women,8, Pink,15 ,23 ,60 
2/2022,10032861,T-shirt,S ,Women,5, Green,90 ,135 ,225 
2/2022,10029949,Shoes,XL,Women,5, Orange,87 ,131 ,218 
2/2022,10030295,Sweater,S ,Men,5,Blue,22 ,33 ,55 
2/2022,10032561,Shoes,XL,Women,5, Red,34 ,51 ,85 
2/2022,10021131,Shoes,XL,Women,5, Green,55 ,83 ,138 
2/2022,10021447,Dress,S,Men,5, Black,91 ,137 ,228 
2/2022,10024491,Jeans,M ,Unisex,3,Blue,100 ,150 ,150 
2/2022,10019765,Dress,S,Women,5, Red,200 ,300 ,500 
2/2022,10019661,Shoes,M ,Women,5,Blue,150 ,225 ,375 
2/2022,10019145,Jeans,XXL,Men,4,,60 ,90 ,120 
2/2022,10032743,Jeans,XL,Women,7, Red,100 ,150 ,350 
2/2022,10030247,Dress,S,Men,5,Blue,100 ,150 ,250 
2/2022,10029399,Jeans,S,Men,5, Black,100 ,150 ,250 
2/2022,10031529,Jeans,M ,Men,5,Blue,100 ,150 ,250 
2/2022,10030751,Sweater,S ,Unisex,5,,50 ,75 ,125 
2/2022,10032487,Sweater,XL,Men,7, Gold,20 ,30 ,70 
2/2022,10032101,Jeans,XXL,Women,5,Blue,30 ,45 ,75 
2/2022,10020773,Jeans,M ,Women,5, Black,47 ,71 ,118 
2/2022,10029205,T-shirt,M ,Women,5, Red,99 ,149 ,248 
2/2022,10027241,Dress,S ,Women,4,Blue,99 ,149 ,198 
2/2022,10029337,Shoes,XL,Men,5, Black,45 ,68 ,113 
2/2022,10020047,T-shirt,S ,Men,5, Red,50 ,75 ,125 
2/2022,10030731,Dress,XL,Women,5, Yellow,26 ,39 ,65 
2/2022,10030421,Sweater,XL,Men,5, Black,33 ,50 ,83 
2/2022,1001944,T-shirt,S,Men,5, Black,100 ,150 ,250 
2/2022,10029805,Sweater,M ,Men,5, Grey,200 ,300 ,500 
2/2022,10027285,T-shirt,S,Women,5,Blue,150 ,225 ,375 
2/2022,10021505,Dress,M ,Girls,5,Blue,60 ,90 ,150 
2/2022,10030293,Jeans,M ,Men,5, White,100 ,150 ,250 
2/2022,10019241,Shoes,S ,Men,4,,100 ,150 ,200 
2/2022,10033711,Shoes,XL,Women,5,,100 ,150 ,250 
2/2022,10024935,T-shirt,XXL,Men,5,Blue,100 ,150 ,250 
2/2022,10031183,Dress,M ,Women,5,Blue,50 ,75 ,125 
2/2022,10021147,Jeans,M ,Women,5,Blue,20 ,30 ,50 
2/2022,10029327,Dress,S ,Women,5, Red,30 ,45 ,75 
2/2022,10029391,T-shirt,XL,Women,5, Gold,47 ,71 ,118 
2/2022,10029993,T-shirt,S ,Men,5, White,99 ,149 ,248 
2/2022,10018191,Sweater,XL,Men,5,Blue,99 ,149 ,248 
2/2022,10029627,Jeans,XL,Men,5, Grey,45 ,68 ,113 
2/2022,10028245,Shoes,S,Men,5, Pink,50 ,75 ,125 
2/2022,10019773,Jeans,M ,Women,5, Pink,26 ,39 ,65 
2/2022,10033617,Shoes,S,Women,6,,33 ,50 ,99 
2/2022,10035405,Shoes,M ,Women,5, White,22 ,33 ,55 
2/2022,10035865,Shoes,XXL,Women,5, Gold,50 ,75 ,125 
2/2022,10019677,Sweater,XL,Women,5,Blue,22 ,33 ,55 
2/2022,10028081,T-shirt,S,Men,5, Pink,88 ,132 ,220 
2/2022,10035653,Dress,S,Women,5,,34 ,51 ,85 
2/2022,10019615,Shoes,M ,Women,5,Blue,54 ,81 ,135 
2/2022,10029021,Shoes,S ,Women,5, Black,20 ,30 ,50 
2/2022,10019269,Dress,XL,Men,5,,120 ,180 ,300 
2/2022,10035825,T-shirt,XXL,Men,5,Blue,55 ,83 ,138 
2/2022,10021609,Shoes,M ,Men,5, Beige,90 ,135 ,225 
2/2022,10028951,Jeans,M ,Women,5,Blue,100 ,150 ,250 
2/2022,10033663,T-shirt,S ,Women,3,,300 ,450 ,450 
2/2022,10030665,Jeans,XL,Boys,5, Navy,100 ,150 ,250 
2/2022,10030095,Dress,S ,Men,5,Blue,214 ,321 ,535 
2/2022,10018797,Sweater,XL,Women,5, Yellow,123 ,185 ,308 
2/2022,10019519,Jeans,XL,Men,5,,15 ,23 ,38 
2/2022,10030007,Sweater,S,Men,5,Blue,90 ,135 ,225 
2/2022,10029087,Shoes,M ,Women,5, White,87 ,131 ,218 
2/2022,10019087,Sweater,S,Men,5, Red,22 ,33 ,55 
2/2022,10030079,Dress,M ,Men,5, Purple,34 ,51 ,85 
2/2022,10019193,Sweater,M ,Men,5,,55 ,83 ,138 
2/2022,10018809,T-shirt,S ,Women,5, Pink,91 ,137 ,228 
2/2022,10021541,T-shirt,XL,Unisex,3, Red,100 ,150 ,150 
2/2022,1002097,Jeans,XXL,Men,5,Blue,200 ,300 ,500 
2/2022,10030211,Sweater,M ,Men,5, Grey,150 ,225 ,375 
2/2022,10032075,Dress,M ,Women,5, Pink,60 ,90 ,150 
2/2022,10035859,Shoes,S ,Women,5, Pink,100 ,150 ,250 
2/2022,10030303,Dress,XL,Men,5, Red,100 ,150 ,250 
2/2022,10018967,Jeans,S ,Women,5, Red,100 ,150 ,250 
2/2022,10018311,Shoes,XL,Men,5, Grey,100 ,150 ,250 
2/2022,10025885,Sweater,XL,Unisex,5, Brown,50 ,75 ,125 
2/2022,10018987,Shoes,S,Men,5, Grey,20 ,30 ,50 
2/2022,10028555,Jeans,M ,Men,5,Blue,30 ,45 ,75 
2/2022,10028741,Sweater,S,Men,5, Brown,47 ,71 ,118 
2/2022,10028095,Shoes,M ,Men,5,Blue,99 ,149 ,248 
2/2022,10018795,Shoes,XXL,Women,5, Red,99 ,149 ,248 
2/2022,10018851,Jeans,XL,Men,5, Red,45 ,68 ,113 
2/2022,10018879,Dress,S,Unisex,3,Blue,100 ,150 ,150 
2/2022,10019689,Jeans,S,Women,5, Red,214 ,321 ,535 
2/2022,10024391,Jeans,M ,Men,5, Grey,123 ,185 ,308 
2/2022,10021549,T-shirt,S ,Unisex,3, Red,15 ,23 ,23 
2/2022,10029267,Jeans,XL,Men,5, Brown,90 ,135 ,225 
2/2022,10027629,Shoes,XXL,Men,5, Maroon,87 ,131 ,218 
2/2022,10024499,Jeans,M ,Unisex,3, Green,22 ,33 ,33 
2/2022,10032541,Shoes,M ,Women,5, Black,34 ,51 ,85 
2/2022,10032777,Jeans,S ,Men,7, Black,55 ,83 ,193 
2/2022,10032791,Dress,XL,Women,7, Silver,91 ,137 ,319 
2/2022,10026255,Jeans,S ,Women,5, Maroon,100 ,150 ,250 
2/2022,10019531,T-shirt,XL,Men,5,,200 ,300 ,500 
2/2022,10030115,Dress,XL,Men,5, White,150 ,225 ,375 
2/2022,10030741,Sweater,S,Unisex,4,,60 ,90 ,120 
2/2022,10019759,Jeans,M ,Women,5, Red,100 ,150 ,250 
2/2022,10020069,Shoes,S,Men,5, White,100 ,150 ,250 
2/2022,10027833,Shoes,M ,Men,5, White,100 ,150 ,250 
2/2022,10024495,Sweater,M ,Unisex,3,Blue,100 ,150 ,150 
2/2022,10032463,T-shirt,S ,Women,7, Pink,50 ,75 ,175 
2/2022,10030055,T-shirt,XL,Men,5,Blue,20 ,30 ,50 
2/2022,10027911,Shoes,XXL,Men,5, Pink,30 ,45 ,75 
2/2022,10030423,Shoes,M ,Men,5, Grey,47 ,71 ,118 
2/2022,10028827,Dress,M ,Men,5, Grey,99 ,149 ,248 
2/2022,10029069,Dress,S ,Men,5, Black,99 ,149 ,248 
2/2022,10021489,Dress,XL,Girls,5, Red,45 ,68 ,113 
2/2022,10019745,Jeans,S ,Women,5, Black,100 ,150 ,250 
2/2022,10027763,Dress,XL,Men,5,Blue,214 ,321 ,535 
2/2022,10033595,Jeans,XL,Women,4, Gold,123 ,185 ,246 
2/2022,10028323,T-shirt,S,Men,5,Blue,15 ,23 ,38 
2/2022,10028991,Sweater,M ,Women,5, Pink,90 ,135 ,225 
2/2022,10018991,T-shirt,S,Men,5,Blue,87 ,131 ,218 
2/2022,10032643,Jeans,M ,Men,8, Green,22 ,33 ,88 
2/2022,10024537,Sweater,XXL,Men,5, Charcoal,34 ,51 ,85 
2/2022,10019139,T-shirt,XL,Men,4,,55 ,83 ,110 
2/2022,10024845,T-shirt,S,Men,5, Black,91 ,137 ,228 
2/2022,10024767,Dress,S,Men,5, Red,100 ,150 ,250 
2/2022,10027735,Jeans,M ,Men,5,Blue,200 ,300 ,500 
2/2022,10029035,Jeans,S ,Women,5, Black,150 ,225 ,375 
2/2022,10035813,Shoes,XL,Men,5, Red,60 ,90 ,150 
2/2022,10018979,Jeans,XXL,Women,5, Black,100 ,150 ,250 
2/2022,10033775,Sweater,M ,Women,4,,100 ,150 ,200 
2/2022,10018935,T-shirt,M ,Unisex,4, Brown,100 ,150 ,200 
2/2022,10018983,Jeans,S ,Unisex,5, Brown,100 ,150 ,250 
2/2022,10019567,Jeans,XL,Men,5,,50 ,75 ,125 
2/2022,10029271,Jeans,S ,Women,5, White,20 ,30 ,50 
2/2022,10030581,Sweater,XL,Women,5, Yellow,30 ,45 ,75 
2/2022,10018921,Jeans,XL,Unisex,3, Green,47 ,71 ,71 
2/2022,10029003,Shoes,S,Women,5,Blue,99 ,149 ,248 
2/2022,10029745,T-shirt,M ,Men,5, Red,99 ,149 ,248 
2/2022,10030889,Jeans,S,Women,5,Blue,45 ,68 ,113 
2/2022,10026227,Shoes,M ,Women,5, Orange,50 ,75 ,125 
2/2022,10019647,Sweater,M ,Women,5, Yellow,26 ,39 ,65 
2/2022,10025345,T-shirt,S ,Women,7, Grey,33 ,50 ,116 
2/2022,10018845,Dress,XL,Men,5, Green,100 ,150 ,250 
2/2022,10020721,Jeans,XXL,Women,5, Beige,200 ,300 ,500 
2/2022,10032865,Jeans,M ,Women,5, Black,150 ,225 ,375 
2/2022,10032583,T-shirt,M ,Women,7, Grey,60 ,90 ,210 
2/2022,10028987,Jeans,S ,Women,5,Blue,100 ,150 ,250 
2/2022,10028383,Jeans,XL,Men,5, Orange,100 ,150 ,250 
2/2022,10027615,Jeans,S ,Men,5,Blue,100 ,150 ,250 
2/2022,10018871,Dress,XL,Unisex,3, Grey,100 ,150 ,150 
2/2022,10028933,Sweater,XL,Women,5, Green,50 ,75 ,125 
2/2022,10030111,Sweater,S,Men,5,Blue,20 ,30 ,50 
2/2022,10032625,Sweater,M ,Men,6, Black,30 ,45 ,90 
2/2022,10030885,Jeans,S,Women,5, Green,47 ,71 ,118 
2/2022,10032587,T-shirt,M ,Women,7, Black,99 ,149 ,347 
2/2022,10033739,Dress,XXL,Women,3, Beige,99 ,149 ,149 
2/2022,10018327,T-shirt,XL,Men,6, Green,45 ,68 ,135 
2/2022,10021543,T-shirt,S,Unisex,3, Red,50 ,75 ,75 
2/2022,10021509,Dress,S,Girls,5,Blue,26 ,39 ,65 
2/2022,10032613,T-shirt,M ,Men,7, Grey,33 ,50 ,116 
2/2022,10025555,T-shirt,S ,Men,5,Blue,22 ,33 ,55 
2/2022,10019061,Shoes,XL,Men,5, Red,100 ,150 ,250 
2/2022,10019169,T-shirt,XXL,Men,5, Red,214 ,321 ,535 
2/2022,10028265,Shoes,M ,Men,5, Green,123 ,185 ,308 
2/2022,10029635,Shoes,M ,Men,5,Blue,15 ,23 ,38 
2/2022,10029091,Sweater,S ,Women,5, Red,90 ,135 ,225 
2/2022,10018915,Dress,XL,Unisex,3, Grey,87 ,131 ,131 
2/2022,10028533,Jeans,S ,Men,5, Grey,22 ,33 ,55 
2/2022,10033791,Jeans,XL,Women,6, Red,34 ,51 ,102 
2/2022,10030053,Jeans,XL,Men,5, White,55 ,83 ,138 
2/2022,10025229,Sweater,S,Women,5,Blue,91 ,137 ,228 
2/2022,10029111,Shoes,M ,Men,5, Brown,100 ,150 ,250 
2/2022,10028423,T-shirt,S,Men,5, Pink,200 ,300 ,500 
2/2022,10030681,Jeans,M ,Boys,5,Blue,150 ,225 ,375 
2/2022,10024583,Shoes,M ,Men,5,Blue,60 ,90 ,150 
2/2022,10032871,Jeans,S ,Women,5, Black,100 ,150 ,250 
2/2022,10030297,Dress,XL,Men,5,Blue,100 ,150 ,250 
2/2022,10020911,Shoes,XXL,Boys,6,Blue,100 ,150 ,300 
2/2022,10032641,Dress,M ,Women,7, Grey,100 ,150 ,350 
2/2022,10029797,Jeans,M ,Men,5, Black,50 ,75 ,125 
2/2022,10021521,Shoes,S ,Unisex,5, Black,20 ,30 ,50 
2/2022,10027217,Sweater,XL,Women,5, Beige,30 ,45 ,75 
2/2022,10033731,Sweater,S ,Women,3, Rose,47 ,71 ,71 
2/2022,10032669,T-shirt,XL,Women,5, Black,99 ,149 ,248 
2/2022,10021545,T-shirt,XL,Unisex,3, Pink,99 ,149 ,149 
2/2022,10034011,Shoes,S,Women,2,,45 ,68 ,45 
2/2022,10019057,Dress,M ,Men,4,,100 ,150 ,200 
2/2022,10035973,T-shirt,S,Men,5, Brown,214 ,321 ,535 
2/2022,10030301,Jeans,M ,Men,5, Brown,123 ,185 ,308 
2/2022,10032465,Jeans,XXL,Women,7,Blue,15 ,23 ,53 
2/2022,10029303,Dress,XL,Women,5, Beige,90 ,135 ,225 
2/2022,10033677,T-shirt,S,Women,4,,87 ,131 ,174 
2/2022,10029039,Jeans,S,Women,5, Black,22 ,33 ,55 
2/2022,10032479,Jeans,M ,Women,7, Beige,34 ,51 ,119 
2/2022,10032059,Dress,S ,Women,5, Red,55 ,83 ,138 
2/2022,10035387,T-shirt,XL,Women,5, Yellow,91 ,137 ,228 
2/2022,10018895,T-shirt,XXL,Unisex,3, Red,100 ,150 ,150 
2/2022,10019233,Dress,M ,Men,4,,200 ,300 ,400 
2/2022,10028151,Shoes,M ,Men,5,Blue,150 ,225 ,375 
2/2022,1002020,Sweater,S ,Men,5, White,60 ,90 ,150 
2/2022,10018925,Shoes,XL,Unisex,5, Brown,100 ,150 ,250 
2/2022,10019203,Sweater,S ,Men,5,,100 ,150 ,250 
2/2022,10033429,Jeans,XL,Women,5, Green,100 ,150 ,250 
2/2022,10030019,Shoes,XL,Men,5,Blue,100 ,150 ,250 
2/2022,10032727,Jeans,S,Women,7, Grey,50 ,75 ,175 
2/2022,10021359,Sweater,M ,Women,5, Silver,20 ,30 ,50 
2/2022,10032837,Jeans,S,Women,7, Lavender,30 ,45 ,105 
2/2022,10018899,Jeans,M ,Unisex,3, Green,47 ,71 ,71 
2/2022,10026125,Shoes,M ,Unisex,3, White,99 ,149 ,149 
2/2022,10019833,Jeans,S ,Women,5, Green,99 ,149 ,248 
2/2022,10027225,T-shirt,XL,Women,5,Blue,45 ,68 ,113 
2/2022,10028195,Dress,XXL,Men,5, Pink,100 ,150 ,250 
2/2022,10018323,Jeans,M ,Men,6, Green,214 ,321 ,642 
2/2022,10033651,Dress,M ,Women,4, Pink,123 ,185 ,246 
2/2022,10018917,Sweater,S ,Unisex,3,Blue,15 ,23 ,23 
2/2022,10028011,Sweater,XL,Men,5,Blue,90 ,135 ,225 
2/2022,10021557,T-shirt,S ,Unisex,3,Blue,87 ,131 ,131 
2/2022,10019763,Sweater,XL,Women,5,Blue,22 ,33 ,55 
2/2022,10030679,Shoes,XL,Boys,7, Black,34 ,51 ,119 
2/2022,10019195,Sweater,S,Men,5,,55 ,83 ,138 
2/2022,10030339,Shoes,M ,Men,5, Brown,91 ,137 ,228 
2/2022,10018209,Dress,S,Unisex,5, White,100 ,150 ,250 
2/2022,10032563,T-shirt,M ,Women,7, Mustard,200 ,300 ,700 
2/2022,10021339,Dress,XXL,Women,4, Silver,150 ,225 ,300 
2/2022,10030193,Sweater,XL,Men,5,Blue,60 ,90 ,150 
2/2022,10027559,Sweater,S,Men,5,Blue,100 ,150 ,250 
2/2022,1002027,Shoes,S,Men,5, Maroon,100 ,150 ,250 
2/2022,10030003,T-shirt,M ,Men,5,Blue,100 ,150 ,250 
2/2022,10033721,Dress,S ,Women,5,,100 ,150 ,250 
2/2022,10028945,T-shirt,XL,Women,5, Grey,50 ,75 ,125 
2/2022,10032653,Shoes,XXL,Women,7, White,20 ,30 ,70 
2/2022,10018905,Shoes,M ,Unisex,3,Blue,30 ,45 ,45 
2/2022,10028455,Jeans,M ,Men,5, Purple,47 ,71 ,118 
2/2022,10035621,Jeans,S ,Women,5,Blue,99 ,149 ,248 
2/2022,10021469,Jeans,XL,Men,5, Green,99 ,149 ,248 
2/2022,10029835,Dress,S ,Men,5,Blue,45 ,68 ,113 
2/2022,10033631,Shoes,XL,Women,4,,50 ,75 ,100 
2/2022,10029809,T-shirt,XL,Men,5, Black,26 ,39 ,65 
2/2022,10021167,Jeans,S,Women,5, Magenta,33 ,50 ,83 
2/2022,10027313,Shoes,M ,Men,5, Brown,100 ,150 ,250 
2/2022,10027279,Sweater,S,Women,5,Blue,200 ,300 ,500 
2/2022,10035427,Sweater,M ,Women,5,Blue,150 ,225 ,375 
2/2022,10035383,Jeans,M ,Women,5, Red,60 ,90 ,150 
2/2022,10030349,Shoes,S ,Men,5,Blue,100 ,150 ,250 
2/2022,10020707,T-shirt,XL,Women,5, Black,100 ,150 ,250 
2/2022,10021567,Shoes,XXL,Unisex,3, Pink,100 ,150 ,150 
2/2022,10018931,Jeans,M ,Unisex,5,,100 ,150 ,250 
2/2022,10019875,Sweater,M ,Women,5, Black,50 ,75 ,125 
2/2022,10032595,Jeans,S ,Men,8,Blue,20 ,30 ,80 
2/2022,10035873,Dress,XL,Women,5, Gold,30 ,45 ,75 
2/2022,10024521,Shoes,S ,Unisex,3,Blue,47 ,71 ,71 
2/2022,10026305,T-shirt,XL,Unisex,5, White,99 ,149 ,248 
2/2022,10019867,Shoes,XL,Women,5, Green,99 ,149 ,248 
2/2022,10029519,Sweater,S,Men,5,Blue,45 ,68 ,113 
2/2022,10024927,Jeans,M ,Men,5,Blue,50 ,75 ,125 
2/2022,10028787,Shoes,S,Men,5,Blue,26 ,39 ,65 
2/2022,10030411,Shoes,M ,Men,5,Blue,33 ,50 ,83 
2/2022,10033769,T-shirt,XXL,Women,4,,22 ,33 ,44 
2/2022,10033657,Jeans,XL,Women,3, Matte,100 ,150 ,150 
2/2022,10033621,Jeans,S,Women,4, Brown,214 ,321 ,428 
2/2022,10019149,Sweater,S,Men,4,,123 ,185 ,246 
2/2022,10020061,Sweater,M ,Men,5,Blue,15 ,23 ,38 
2/2022,10030265,Sweater,S ,Men,5,Blue,90 ,135 ,225 
2/2022,10032549,Dress,XL,Women,5, Charcoal,87 ,131 ,218 
2/2022,10033643,T-shirt,XXL,Women,6,,22 ,33 ,66 
2/2022,10028299,Sweater,M ,Men,5, Pink,34 ,51 ,85 
2/2022,10019219,Shoes,M ,Men,7,,55 ,83 ,193 
2/2022,10035861,T-shirt,S ,Women,5,,91 ,137 ,228 
2/2022,10019249,Dress,XL,Men,4,,100 ,150 ,200 
2/2022,10031035,Jeans,S ,Women,4, Red,200 ,300 ,400 
2/2022,10028969,Sweater,XL,Women,5, Gold,150 ,225 ,375 
2/2022,10019085,T-shirt,XL,Men,5,,60 ,90 ,150 
2/2022,10028271,Sweater,S,Men,5,Blue,100 ,150 ,250 
2/2022,10030005,Sweater,M ,Men,5, White,100 ,150 ,250 
2/2022,10032811,T-shirt,S,Women,8,Blue,100 ,150 ,400 
2/2022,10033797,T-shirt,M ,Women,5,,100 ,150 ,250 
2/2022,10030583,Jeans,M ,Men,5,Blue,50 ,75 ,125 
2/2022,10033695,T-shirt,S ,Women,6, Matte,20 ,30 ,60 
2/2022,10028325,Jeans,XL,Men,5, Pink,30 ,45 ,75 
2/2022,10019117,Shoes,XXL,Men,5,,47 ,71 ,118 
2/2022,10019541,Jeans,M ,Men,5,,99 ,149 ,248 
2/2022,10033727,Sweater,M ,Women,5, White,99 ,149 ,248 
2/2022,10029869,Jeans,S ,Men,5, Grey,45 ,68 ,113 
2/2022,10032741,Sweater,XL,Women,8, Purple,100 ,150 ,400 
2/2022,10028407,T-shirt,S ,Men,5, Grey,214 ,321 ,535 
2/2022,10030401,Sweater,XL,Men,5, White,123 ,185 ,308 
2/2022,10020691,T-shirt,XL,Women,5, Black,15 ,23 ,38 
2/2022,10032843,T-shirt,S,Women,8,Blue,90 ,135 ,360 
2/2022,10032497,Sweater,M ,Women,7, Orange,87 ,131 ,305 
2/2022,10025541,Dress,S,Men,5,Blue,22 ,33 ,55 
2/2022,10026855,Jeans,M ,Men,5, Grey,34 ,51 ,85 
2/2022,10032457,T-shirt,XXL,Men,7,Blue,55 ,83 ,193 
2/2022,10028395,Jeans,XL,Men,5, Pink,91 ,137 ,228 
2/2022,10018911,Sweater,S,Unisex,3, Red,100 ,150 ,150 
2/2022,10019509,Jeans,S,Men,5,,200 ,300 ,500 
2/2022,10035827,Shoes,M ,Men,5, Grey,150 ,225 ,375 
2/2022,10028301,Sweater,S ,Men,5, Green,60 ,90 ,150 
2/2022,10029001,Jeans,XL,Women,4, Red,100 ,150 ,200 
2/2022,10028449,Jeans,XXL,Men,5, White,100 ,150 ,250 
2/2022,10019537,Shoes,M ,Men,5,,100 ,150 ,250 
2/2022,10032673,Shoes,M ,Women,8, Yellow,100 ,150 ,400 
2/2022,10035971,Dress,S ,Men,5, Brown,50 ,75 ,125 
2/2022,10019653,Sweater,XL,Women,5,Blue,20 ,30 ,50 
2/2022,10021345,Jeans,S ,Women,5, Silver,30 ,45 ,75 
2/2022,10024513,Shoes,XL,Unisex,3, Green,47 ,71 ,71 
2/2022,10028125,Sweater,XL,Men,5,Blue,99 ,149 ,248 
2/2022,10032667,T-shirt,S,Women,7, Lavender,99 ,149 ,347 
2/2022,10032883,Sweater,M ,Women,5, Pink,45 ,68 ,113 
2/2022,10063547,Shoes,S,Unisex,3,Blue,100 ,150 ,150 
2/2022,1005162,Jeans,M ,Men,6, Black,214 ,321 ,642 
2/2022,10036029,Jeans,M ,Men,5, Brown,123 ,185 ,308 
2/2022,10051073,Shoes,S ,Unisex,4, Green,15 ,23 ,30 
2/2022,10052459,Dress,XL,Women,5, White,90 ,135 ,225 
